,ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME,PROGRAM,LOCATION,SWIM SEC,T1 SEC,BIKE SEC,T2 SEC,RUN SEC,TOTAL TIME SEC,ATHLETE
752,Maaike,Caelers,NED,31,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Stockholm,0,0,0,0,0,0,Maaike Caelers
753,Anastasia,Abrosimova,RUS,21,0:19:53,0:00:54,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1193,54,0,0,0,0,Anastasia Abrosimova
754,Kaidi,Kivioja,EST,22,0:20:54,0:00:55,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1254,55,0,0,0,0,Kaidi Kivioja
755,Ilaria,Zane,ITA,24,0:20:01,0:01:00,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1201,60,0,0,0,0,Ilaria Zane
756,Minami,Kubono,JPN,25,0:20:32,0:01:05,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1232,65,0,0,0,0,Minami Kubono
757,Anastasia,Gorbunova,RUS,26,0:19:59,0:01:04,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1199,64,0,0,0,0,Anastasia Gorbunova
758,Anna,Godoy Contreras,ESP,27,0:20:06,0:00:55,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1206,55,0,0,0,0,Anna Godoy Contreras
759,Deborah,Lynch,NZL,29,0:20:35,0:01:02,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1235,62,0,0,0,0,Deborah Lynch
760,Elizaveta,Zhizhina,RUS,33,0:21:53,0:00:59,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1313,59,0,0,0,0,Elizaveta Zhizhina
761,Maria,Tchuiko,RUS,34,0:20:42,0:01:04,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1242,64,0,0,0,0,Maria Tchuiko
762,Valentina,Riasova,RUS,35,0:20:46,0:01:06,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1246,66,0,0,0,0,Valentina Riasova
763,Jose,Miota Ibarra,NED,,,,,,,,,NF Medicals,Stockholm,0,0,0,0,0,0,Jose Miota Ibarra
764,Danya,Douglas-Hunt,CAN,,,,,,,,,NF Medicals,Stockholm,0,0,0,0,0,0,Danya Douglas-Hunt
765,Lyndsey,Townsend,GBR,,,,,,,,,NF Medicals,Stockholm,0,0,0,0,0,0,Lyndsey Townsend
766,Victor,Carapelho,USA,,,,,,,,,NF Medicals,Stockholm,0,0,0,0,0,0,Victor Carapelho
767,Mario,Mola,ESP,3,0:18:48,0:00:52,0:57:36,0:00:25,0:30:36,1,1:48:15,Elite Men,Yokohama,1128,52,3456,25,1836,6495,Mario Mola
768,Fernando,Alarza,ESP,2,0:18:42,0:00:54,0:57:45,0:00:38,0:30:26,2,1:48:23,Elite Men,Yokohama,1122,54,3465,38,1826,6503,Fernando Alarza
769,Kristian,Blummenfelt,NOR,34,0:18:26,0:00:56,0:57:46,0:00:35,0:30:44,3,1:48:26,Elite Men,Yokohama,1106,56,3466,35,1844,6506,Kristian Blummenfelt
770,Henri,Schoeman,RSA,4,0:18:26,0:00:53,0:57:53,0:00:23,0:30:56,4,1:48:29,Elite Men,Yokohama,1106,53,3473,23,1856,6509,Henri Schoeman
771,Andreas,Schilling,DEN,36,0:18:46,0:00:54,0:57:32,0:00:25,0:31:39,5,1:49:14,Elite Men,Yokohama,1126,54,3452,25,1899,6554,Andreas Schilling
772,Rostislav,Pevtsov,AZE,35,0:18:43,0:00:55,0:57:44,0:00:24,0:31:41,6,1:49:25,Elite Men,Yokohama,1123,55,3464,24,1901,6565,Rostislav Pevtsov
773,Adrien,Briffod,SUI,52,0:18:39,0:00:53,0:57:45,0:00:21,0:31:50,7,1:49:26,Elite Men,Yokohama,1119,53,3465,21,1910,6566,Adrien Briffod
774,Igor,Polyanskiy,RUS,15,0:18:23,0:00:54,0:57:57,0:00:24,0:31:59,8,1:49:34,Elite Men,Yokohama,1103,54,3477,24,1919,6574,Igor Polyanskiy
775,Javier,Gomez Noya,ESP,1,0:18:30,0:00:51,0:57:59,0:00:24,0:31:58,9,1:49:40,Elite Men,Yokohama,1110,51,3479,24,1918,6580,Javier Gomez Noya
776,Gábor,Faldum,HUN,29,0:18:50,0:00:55,0:57:29,0:00:22,0:32:10,10,1:49:43,Elite Men,Yokohama,1130,55,3449,22,1930,6583,Gábor Faldum
777,Gordon,Benson,GBR,59,0:18:28,0:00:56,0:57:53,0:00:26,0:32:05,11,1:49:46,Elite Men,Yokohama,1108,56,3473,26,1925,6586,Gordon Benson
778,Thomas,Bishop,GBR,5,0:18:32,0:01:00,0:57:52,0:00:25,0:32:08,12,1:49:54,Elite Men,Yokohama,1112,60,3472,25,1928,6594,Thomas Bishop
779,Wian,Sullwald,RSA,11,0:18:32,0:00:53,0:58:30,0:00:24,0:31:55,13,1:50:11,Elite Men,Yokohama,1112,53,3510,24,1915,6611,Wian Sullwald
780,Richard,Varga,SVK,47,0:18:36,0:00:56,0:57:41,0:00:26,0:32:39,14,1:50:16,Elite Men,Yokohama,1116,56,3461,26,1959,6616,Richard Varga
781,Andrea,Salvisberg,SUI,10,0:18:32,0:00:55,0:57:42,0:00:27,0:32:45,15,1:50:19,Elite Men,Yokohama,1112,55,3462,27,1965,6619,Andrea Salvisberg
782,Tony,Dodds,NZL,16,0:18:32,0:00:58,0:57:44,0:00:24,0:32:45,16,1:50:22,Elite Men,Yokohama,1112,58,3464,24,1965,6622,Tony Dodds
783,Vicente,Hernandez,ESP,19,0:18:29,0:00:54,0:57:55,0:00:26,0:32:41,17,1:50:23,Elite Men,Yokohama,1109,54,3475,26,1961,6623,Vicente Hernandez
784,Ryan,Bailie,AUS,18,0:18:33,0:00:56,0:57:50,0:00:25,0:32:44,18,1:50:27,Elite Men,Yokohama,1113,56,3470,25,1964,6627,Ryan Bailie
785,Crisanto,Grajales,MEX,9,0:18:34,0:00:55,0:59:17,0:00:27,0:31:18,19,1:50:29,Elite Men,Yokohama,1114,55,3557,27,1878,6629,Crisanto Grajales
786,Matthew,McElroy,USA,37,0:19:07,0:00:54,0:58:59,0:00:24,0:31:10,20,1:50:33,Elite Men,Yokohama,1147,54,3539,24,1870,6633,Matthew McElroy
787,Alois,Knabl,AUT,17,0:18:22,0:00:56,0:58:02,0:00:29,0:33:01,21,1:50:48,Elite Men,Yokohama,1102,56,3482,29,1981,6648,Alois Knabl
788,Gustav,Iden,NOR,61,0:18:53,0:00:56,0:57:32,0:00:22,0:33:08,22,1:50:49,Elite Men,Yokohama,1133,56,3452,22,1988,6649,Gustav Iden
789,Shachar,Sagiv,ISR,12,0:18:53,0:00:53,0:59:15,0:00:24,0:31:39,23,1:51:01,Elite Men,Yokohama,1133,53,3555,24,1899,6661,Shachar Sagiv
790,Tayler,Reid,NZL,28,0:18:22,0:00:53,0:57:58,0:00:26,0:33:34,24,1:51:11,Elite Men,Yokohama,1102,53,3478,26,2014,6671,Tayler Reid
791,Makoto,Odakura,JPN,51,0:18:33,0:00:57,0:57:51,0:00:25,0:33:28,25,1:51:12,Elite Men,Yokohama,1113,57,3471,25,2008,6672,Makoto Odakura
792,Ji Hwan,Kim,KOR,55,0:18:36,0:00:56,0:57:50,0:00:24,0:33:36,26,1:51:20,Elite Men,Yokohama,1116,56,3470,24,2016,6680,Ji Hwan Kim
793,Eric,Lagerstrom,USA,44,0:18:36,0:00:57,0:58:27,0:00:24,0:32:58,27,1:51:21,Elite Men,Yokohama,1116,57,3507,24,1978,6681,Eric Lagerstrom
794,Marcel,Walkington,AUS,14,0:18:38,0:00:55,0:58:32,0:00:28,0:33:01,28,1:51:32,Elite Men,Yokohama,1118,55,3512,28,1981,6692,Marcel Walkington
795,Lasse,Lührs,GER,58,0:19:05,0:00:53,0:59:02,0:00:22,0:32:14,29,1:51:34,Elite Men,Yokohama,1145,53,3542,22,1934,6694,Lasse Lührs
796,Lukas,Hollaus,AUT,26,0:18:54,0:00:55,0:59:09,0:00:24,0:32:19,30,1:51:39,Elite Men,Yokohama,1134,55,3549,24,1939,6699,Lukas Hollaus
797,Dmitry,Polyanskiy,RUS,24,0:18:33,0:00:58,0:59:18,0:00:26,0:32:44,31,1:51:57,Elite Men,Yokohama,1113,58,3558,26,1964,6717,Dmitry Polyanskiy
798,Irving,Perez,MEX,43,0:18:31,0:00:57,0:59:36,0:00:25,0:32:45,32,1:52:12,Elite Men,Yokohama,1111,57,3576,25,1965,6732,Irving Perez
799,Jacob,Birtwhistle,AUS,7,0:18:57,0:00:55,0:59:10,0:00:32,0:32:43,33,1:52:14,Elite Men,Yokohama,1137,55,3550,32,1963,6734,Jacob Birtwhistle
800,Lukas,Pertl,AUT,27,0:19:05,0:00:51,0:59:03,0:00:21,0:33:19,34,1:52:37,Elite Men,Yokohama,1145,51,3543,21,1999,6757,Lukas Pertl
801,Gregory,Billington,USA,6,0:18:53,0:00:58,0:59:12,0:00:23,0:33:27,35,1:52:50,Elite Men,Yokohama,1133,58,3552,23,2007,6770,Gregory Billington
802,Miguel,Arraiolos,POR,57,0:18:44,0:00:53,0:59:27,0:00:28,0:33:30,36,1:53:00,Elite Men,Yokohama,1124,53,3567,28,2010,6780,Miguel Arraiolos
803,Jan,Celustka,CZE,46,0:18:34,0:00:56,0:59:35,0:00:27,0:34:19,37,1:53:48,Elite Men,Yokohama,1114,56,3575,27,2059,6828,Jan Celustka
804,Stefan,Zachäus,LUX,49,0:18:26,0:00:54,0:59:40,0:00:26,0:34:33,38,1:53:57,Elite Men,Yokohama,1106,54,3580,26,2073,6837,Stefan Zachäus
805,Yuichi,Hosoda,JPN,31,0:18:48,0:00:59,0:58:59,0:00:26,0:35:10,39,1:54:20,Elite Men,Yokohama,1128,59,3539,26,2110,6860,Yuichi Hosoda
806,Sam,Ward,NZL,39,0:18:40,0:00:59,0:59:25,0:00:29,0:35:11,40,1:54:40,Elite Men,Yokohama,1120,59,3565,29,2111,6880,Sam Ward
807,Jumpei,Furuya,JPN,32,0:18:35,0:00:53,0:57:48,0:00:25,0:37:08,41,1:54:47,Elite Men,Yokohama,1115,53,3468,25,2228,6887,Jumpei Furuya
808,Jonathan,Brownlee,GBR,33,0:18:21,0:00:56,1:02:54,0:00:30,0:32:34,42,1:55:11,Elite Men,Yokohama,1101,56,3774,30,1954,6911,Jonathan Brownlee
809,Jorik,Van Egdom,NED,54,0:20:31,0:00:58,1:01:12,0:00:25,0:32:33,43,1:55:37,Elite Men,Yokohama,1231,58,3672,25,1953,6937,Jorik Van Egdom
810,Bob,Haller,LUX,30,0:19:30,0:00:54,1:01:54,0:00:27,0:33:06,44,1:55:49,Elite Men,Yokohama,1170,54,3714,27,1986,6949,Bob Haller
811,Matthew,Roberts,AUS,45,0:18:39,0:00:56,1:01:09,0:01:59,0:33:27,45,1:56:08,Elite Men,Yokohama,1119,56,3669,119,2007,6968,Matthew Roberts
812,Menno,Koolhaas,NED,56,0:18:44,0:01:02,1:02:57,0:00:26,0:33:30,46,1:56:37,Elite Men,Yokohama,1124,62,3777,26,2010,6997,Menno Koolhaas
813,Massimo,De Ponti,ITA,42,0:18:54,0:00:54,1:02:14,0:00:29,0:34:44,47,1:57:14,Elite Men,Yokohama,1134,54,3734,29,2084,7034,Massimo De Ponti
814,Ryan,Sissons,NZL,8,0:18:38,0:00:59,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Yokohama,1118,59,0,0,0,0,Ryan Sissons
815,Adam,Bowden,GBR,21,0:18:50,0:00:59,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Yokohama,1130,59,0,0,0,0,Adam Bowden
816,Christophe,De Keyser,BEL,22,0:20:34,0:00:56,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Yokohama,1234,56,0,0,0,0,Christophe De Keyser
817,Davide,Uccellari,ITA,23,0:19:08,0:00:00,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Yokohama,1148,0,0,0,0,0,Davide Uccellari
818,Drew,Box,AUS,25,0:18:28,0:00:59,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Yokohama,1108,59,0,0,0,0,Drew Box
819,Simon,De Cuyper,BEL,38,0:20:35,0:00:55,1:01:15,0:00:28,0:00:00,DNF,DNF,Elite Men,Yokohama,1235,55,3675,28,0,0,Simon De Cuyper
820,Alexander,Bryukhankov,RUS,50,0:18:42,0:00:55,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Yokohama,1122,55,0,0,0,0,Alexander Bryukhankov
821,Justus,Nieschlag,GER,53,0:18:28,0:00:55,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Yokohama,1108,55,0,0,0,0,Justus Nieschlag
822,Sylvain,Fridelance,SUI,60,0:18:31,0:00:55,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Yokohama,1111,55,0,0,0,0,Sylvain Fridelance
823,Ryousuke,Maeda,JPN,62,0:18:38,0:00:53,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Yokohama,1118,53,0,0,0,0,Ryousuke Maeda
824,Joao,Silva,POR,20,0:19:13,0:00:54,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Men,Yokohama,1153,54,0,0,0,0,Joao Silva
825,Rodrigo,Gonzalez,MEX,40,0:19:22,0:00:53,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Men,Yokohama,1162,53,0,0,0,0,Rodrigo Gonzalez
826,Russell,White,IRL,41,0:18:42,0:00:56,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Men,Yokohama,1122,56,0,0,0,0,Russell White
827,Flora,Duffy,BER,34,0:19:07,0:00:57,1:01:18,0:00:32,0:34:25,1,1:56:18,Elite Women,Yokohama,1147,57,3678,32,2065,6978,Flora Duffy
828,Katie,Zaferes,USA,2,0:19:40,0:00:58,1:01:53,0:00:27,0:35:13,2,1:58:09,Elite Women,Yokohama,1180,58,3713,27,2113,7089,Katie Zaferes
829,Kirsten,Kasper,USA,11,0:19:16,0:00:57,1:02:23,0:00:28,0:35:15,3,1:58:17,Elite Women,Yokohama,1156,57,3743,28,2115,7097,Kirsten Kasper
830,Sophie,Coldwell,GBR,48,0:19:06,0:00:54,1:01:22,0:00:24,0:37:03,4,1:58:48,Elite Women,Yokohama,1146,54,3682,24,2223,7128,Sophie Coldwell
831,Vicky,Holland,GBR,35,0:19:28,0:01:00,1:02:10,0:00:26,0:35:48,5,1:58:50,Elite Women,Yokohama,1168,60,3730,26,2148,7130,Vicky Holland
832,Ashleigh,Gentle,AUS,9,0:20:34,0:00:59,1:02:55,0:00:28,0:34:03,6,1:58:57,Elite Women,Yokohama,1234,59,3775,28,2043,7137,Ashleigh Gentle
833,Non,Stanford,GBR,37,0:19:14,0:00:57,1:04:19,0:00:27,0:34:09,7,1:59:04,Elite Women,Yokohama,1154,57,3859,27,2049,7144,Non Stanford
834,Jessica,Learmonth,GBR,40,0:19:01,0:01:01,1:02:38,0:00:26,0:36:14,8,1:59:18,Elite Women,Yokohama,1141,61,3758,26,2174,7158,Jessica Learmonth
835,Claire,Michel,BEL,33,0:20:11,0:00:57,1:03:28,0:00:25,0:34:27,9,1:59:26,Elite Women,Yokohama,1211,57,3808,25,2067,7166,Claire Michel
836,Natalie,Van Coevorden,AUS,25,0:19:09,0:01:00,1:02:30,0:00:30,0:36:25,10,1:59:32,Elite Women,Yokohama,1149,60,3750,30,2185,7172,Natalie Van Coevorden
837,Lucy,Hall,GBR,38,0:19:03,0:00:58,1:02:39,0:00:27,0:36:30,11,1:59:35,Elite Women,Yokohama,1143,58,3759,27,2190,7175,Lucy Hall
838,Summer,Cook,USA,17,0:19:04,0:01:05,1:04:29,0:00:28,0:34:53,12,1:59:57,Elite Women,Yokohama,1144,65,3869,28,2093,7197,Summer Cook
839,Yuka,Sato,JPN,32,0:19:59,0:01:03,1:03:28,0:00:25,0:35:09,13,2:00:02,Elite Women,Yokohama,1199,63,3808,25,2109,7202,Yuka Sato
840,Vendula,Frintova,CZE,10,0:20:12,0:00:58,1:03:21,0:00:24,0:35:11,14,2:00:04,Elite Women,Yokohama,1212,58,3801,24,2111,7204,Vendula Frintova
841,Jolanda,Annen,SUI,18,0:20:05,0:00:58,1:03:25,0:00:24,0:35:21,15,2:00:11,Elite Women,Yokohama,1205,58,3805,24,2121,7211,Jolanda Annen
842,Gillian,Backhouse,AUS,5,0:19:25,0:00:59,1:02:11,0:00:34,0:37:10,16,2:00:18,Elite Women,Yokohama,1165,59,3731,34,2230,7218,Gillian Backhouse
843,Yuko,Takahashi,JPN,16,0:19:18,0:00:57,1:02:24,0:00:21,0:37:34,17,2:00:32,Elite Women,Yokohama,1158,57,3744,21,2254,7232,Yuko Takahashi
844,Alice,Betto,ITA,23,0:19:25,0:01:00,1:02:07,0:00:30,0:37:33,18,2:00:33,Elite Women,Yokohama,1165,60,3727,30,2253,7233,Alice Betto
845,Lisa,Perterer,AUT,7,0:20:34,0:00:57,1:02:58,0:00:30,0:35:39,19,2:00:34,Elite Women,Yokohama,1234,57,3778,30,2139,7234,Lisa Perterer
846,Rachel,Klamer,NED,6,0:19:42,0:01:02,1:03:44,0:00:25,0:35:44,20,2:00:35,Elite Women,Yokohama,1182,62,3824,25,2144,7235,Rachel Klamer
847,Laura,Lindemann,GER,41,0:19:40,0:01:00,1:03:47,0:00:25,0:35:51,21,2:00:41,Elite Women,Yokohama,1180,60,3827,25,2151,7241,Laura Lindemann
848,Charlotte,McShane,AUS,4,0:20:10,0:00:59,1:03:20,0:00:24,0:35:56,22,2:00:47,Elite Women,Yokohama,1210,59,3800,24,2156,7247,Charlotte McShane
849,Andrea,Hewitt,NZL,1,0:20:02,0:01:03,1:03:28,0:00:26,0:36:10,23,2:01:07,Elite Women,Yokohama,1202,63,3808,26,2170,7267,Andrea Hewitt
850,Yurie,Matsuda,JPN,22,0:20:15,0:00:59,1:03:20,0:00:24,0:36:14,24,2:01:10,Elite Women,Yokohama,1215,59,3800,24,2174,7270,Yurie Matsuda
851,Taylor,Spivey,USA,19,0:20:16,0:00:58,1:03:16,0:00:28,0:36:17,25,2:01:13,Elite Women,Yokohama,1216,58,3796,28,2177,7273,Taylor Spivey
852,Simone,Ackermann,RSA,29,0:19:43,0:01:01,1:03:48,0:00:27,0:36:20,26,2:01:18,Elite Women,Yokohama,1183,61,3828,27,2180,7278,Simone Ackermann
853,Elena,Danilova,RUS,39,0:20:18,0:00:59,1:03:16,0:00:32,0:36:23,27,2:01:26,Elite Women,Yokohama,1218,59,3796,32,2183,7286,Elena Danilova
854,Jaz,Hedgeland,AUS,30,0:20:04,0:01:03,1:03:25,0:00:48,0:36:36,28,2:01:53,Elite Women,Yokohama,1204,63,3805,48,2196,7313,Jaz Hedgeland
855,Miriam,Casillas García,ESP,47,0:20:27,0:01:00,1:03:05,0:00:31,0:37:25,29,2:02:25,Elite Women,Yokohama,1227,60,3785,31,2245,7345,Miriam Casillas García
856,Minami,Kubono,JPN,50,0:19:25,0:01:02,1:02:13,0:00:26,0:39:22,30,2:02:27,Elite Women,Yokohama,1165,62,3733,26,2362,7347,Minami Kubono
857,Cecilia,Perez,MEX,28,0:19:44,0:01:04,1:03:45,0:00:27,0:37:53,31,2:02:52,Elite Women,Yokohama,1184,64,3825,27,2273,7372,Cecilia Perez
858,Petra,Kurikova,CZE,49,0:20:30,0:00:59,1:03:03,0:00:25,0:38:12,32,2:03:06,Elite Women,Yokohama,1230,59,3783,25,2292,7386,Petra Kurikova
859,Renee,Tomlin,USA,8,0:20:33,0:00:55,1:03:00,0:00:38,0:38:24,33,2:03:28,Elite Women,Yokohama,1233,55,3780,38,2304,7408,Renee Tomlin
860,Anastasia,Gorbunova,RUS,45,0:19:28,0:01:01,1:04:11,0:00:27,0:38:29,34,2:03:33,Elite Women,Yokohama,1168,61,3851,27,2309,7413,Anastasia Gorbunova
861,Emma,Jackson,AUS,36,0:20:05,0:01:01,1:03:29,0:00:28,0:38:46,35,2:03:47,Elite Women,Yokohama,1205,61,3809,28,2326,7427,Emma Jackson
862,Annamaria,Mazzetti,ITA,42,0:20:14,0:00:59,1:04:18,0:00:31,0:37:50,36,2:03:51,Elite Women,Yokohama,1214,59,3858,31,2270,7431,Annamaria Mazzetti
863,Aoi,Kuramoto,JPN,26,0:20:10,0:01:00,1:05:34,0:00:29,0:37:47,37,2:04:58,Elite Women,Yokohama,1210,60,3934,29,2267,7498,Aoi Kuramoto
864,Lisa,Berger,SUI,51,0:20:27,0:01:02,1:03:05,0:00:26,0:40:35,38,2:05:33,Elite Women,Yokohama,1227,62,3785,26,2435,7533,Lisa Berger
865,Zsanett,Bragmayer,HUN,46,0:20:04,0:01:00,1:03:26,0:00:29,0:41:05,39,2:06:03,Elite Women,Yokohama,1204,60,3806,29,2465,7563,Zsanett Bragmayer
866,Mengying,Zhong,CHN,54,0:19:32,0:01:05,1:06:07,0:00:51,0:39:42,40,2:07:16,Elite Women,Yokohama,1172,65,3967,51,2382,7636,Mengying Zhong
867,Kaidi,Kivioja,EST,44,0:21:48,0:00:58,1:05:42,0:00:28,0:41:34,41,2:10:29,Elite Women,Yokohama,1308,58,3942,28,2494,7829,Kaidi Kivioja
868,Carolina,Routier,ESP,27,0:19:26,0:00:59,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Yokohama,1166,59,0,0,0,0,Carolina Routier
869,Anastasia,Abrosimova,RUS,21,0:19:28,0:01:04,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Yokohama,1168,64,0,0,0,0,Anastasia Abrosimova
870,Yi,Zhang,CHN,53,0:20:00,0:01:09,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Yokohama,1200,69,0,0,0,0,Yi Zhang
871,Juri,Ide,JPN,14,0:20:08,0:01:04,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Yokohama,1208,64,0,0,0,0,Juri Ide
872,Hye Rim,Jeong,KOR,52,0:20:28,0:01:01,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Yokohama,1228,61,0,0,0,0,Hye Rim Jeong
873,Sena,Takahashi,JPN,43,0:20:31,0:00:57,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Yokohama,1231,57,0,0,0,0,Sena Takahashi
874,Sara,Vilic,AUT,12,0:20:31,0:01:02,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Yokohama,1231,62,0,0,0,0,Sara Vilic
875,Yun-Jung,Jang,KOR,55,0:20:30,0:01:09,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Yokohama,1230,69,0,0,0,0,Yun-Jung Jang
876,Gillian,Sanders,RSA,15,0:20:46,0:01:00,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Yokohama,1246,60,0,0,0,0,Gillian Sanders
877,Sukhyeon,Choi,KOR,56,0:20:59,0:01:04,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Yokohama,1259,64,0,0,0,0,Sukhyeon Choi
878,Zsófia,Kovács,HUN,31,0:21:02,0:01:02,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Yokohama,1262,62,0,0,0,0,Zsófia Kovács
879,Emmie,Charayron,FRA,24,0:21:14,0:01:04,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Yokohama,1274,64,0,0,0,0,Emmie Charayron
880,Ai,Ueda,JPN,3,0:21:38,0:01:00,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Yokohama,1298,60,0,0,0,0,Ai Ueda
881,Mariya,Shorets,RUS,20,0:21:43,0:01:14,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Yokohama,1303,74,0,0,0,0,Mariya Shorets
882,Casper,Grim,GER,,,,,,,,,NF Medicals,Yokohama,0,0,0,0,0,0,Casper Grim
883,Oliver,Williamson,GBR,,,,,,,,,NF Medicals,Yokohama,0,0,0,0,0,0,Oliver Williamson
884,Gavin,O'Sullivan,USA,,,,,,,,,NF Medicals,Yokohama,0,0,0,0,0,0,Gavin O'Sullivan
885,Dean,Sullivan,AUS,,,,,,,,,NF Medicals,Yokohama,0,0,0,0,0,0,Dean Sullivan
886,Jean Baptiste,Trouve,FRA,,,,,,,,,NF Medicals,Yokohama,0,0,0,0,0,0,Jean Baptiste Trouve
